100 2483
value,weight
6,57
80,30
55,9
38,57
87,32
35,83
78,60
4,43
11,6
31,71
89,14
39,58
73,48
67,92
31,75
95,98
81,47
71,56
35,15
83,45
2,49
91,75
23,4
57,2
32,47
74,24
95,34
34,73
53,61
26,26
77,57
8,100
1,15
99,25
40,41
54,67
90,25
35,28
7,12
77,21
46,73
67,42
6,37
25,15
87,84
89,68
36,96
12,99
55,54
48,54
2,95
33,53
8,33
60,5
51,57
26,73
41,65
70,39
42,98
69,1
61,69
10,59
4,51
97,30
51,75
18,84
100,59
53,57
33,46
48,13
41,42
39,40
46,6
7,65
96,32
9,10
47,8
23,90
3,21
83,1
71,33
33,43
85,87
94,86
62,91
16,51
31,43
59,91
44,89
98,24
18,66
3,96
45,87
28,73
15,53
31,34
52,60
41,41
82,11
69,27
