90 2160
value,weight
77,78
96,23
20,72
69,72
4,11
38,37
63,51
40,51
12,33
20,5
37,52
10,98
21,14
57,37
98,75
10,43
63,68
16,75
39,5
79,17
96,25
88,74
1,11
16,55
23,56
62,100
99,64
27,7
13,3
38,96
41,64
26,37
4,14
14,48
12,8
50,5
94,38
65,91
12,90
2,68
71,7
16,65
89,53
8,37
23,70
30,43
33,18
39,70
93,65
59,41
58,63
56,21
87,23
7,41
78,33
7,58
45,57
26,93
85,99
99,5
42,96
26,81
64,98
27,69
74,16
66,76
53,15
93,15
60,88
31,51
96,58
23,19
28,20
77,84
96,26
2,2
26,73
66,7
12,65
2,84
86,46
49,100
29,23
87,93
22,8
87,16
28,19
96,30
44,58
36,51
