90 2124
value,weight
60,54
33,76
22,59
56,89
92,57
93,42
66,8
100,75
68,42
21,54
17,5
30,45
46,61
80,19
60,56
59,45
30,84
53,40
69,98
94,72
47,19
82,44
100,45
47,84
38,83
78,61
61,77
54,8
2,6
6,64
10,91
24,42
95,7
23,27
3,3
11,30
56,25
98,18
74,39
5,26
17,20
77,30
89,76
99,18
99,80
90,68
95,49
43,78
74,68
22,100
14,44
72,62
41,58
69,22
21,29
1,13
34,54
83,65
85,24
63,9
37,68
72,36
66,63
96,13
87,6
18,24
96,97
21,97
88,59
51,25
82,75
80,22
34,56
20,71
16,28
59,84
42,56
8,13
14,57
96,37
59,26
11,62
53,38
6,49
75,46
54,27
28,5
41,38
32,74
100,49
