85 2330
value,weight
86,68
50,75
68,42
73,40
50,77
82,42
80,95
54,37
22,96
25,89
58,76
18,46
92,50
98,16
15,17
48,49
64,63
43,30
10,41
6,13
55,38
63,71
79,34
9,53
64,73
83,73
90,16
58,34
79,86
32,58
68,88
26,13
2,84
85,94
37,24
81,52
12,76
14,51
99,95
69,59
27,85
37,63
94,47
1,24
72,95
10,48
2,27
4,59
68,7
18,32
76,47
70,85
30,61
77,21
66,71
58,96
48,20
40,33
37,30
19,92
85,51
77,90
39,92
49,37
7,55
46,5
88,97
83,5
14,37
81,73
55,40
74,96
33,15
54,100
66,85
6,40
9,32
98,30
65,45
14,72
14,55
34,8
14,54
34,93
63,76
