90 2346
value,weight
4,65
64,35
52,57
75,71
30,35
36,31
1,19
17,93
64,39
19,38
5,22
72,20
88,46
31,48
31,40
85,55
81,95
55,68
32,87
50,77
91,91
1,24
93,2
58,91
99,44
88,74
15,26
50,90
49,42
82,12
16,95
19,53
62,71
3,36
18,19
67,95
100,7
78,63
50,78
93,4
28,17
63,59
94,65
43,24
92,45
5,69
72,87
60,57
84,40
32,72
82,18
13,68
6,70
39,20
98,11
51,1
11,81
81,57
79,48
17,93
31,3
14,51
62,71
78,45
37,81
68,5
63,99
97,51
97,29
96,87
76,57
35,80
38,16
46,98
66,48
61,24
23,88
47,22
32,53
2,69
55,52
30,49
14,62
76,54
52,89
76,11
18,3
61,84
5,80
45,71
