95 2451
value,weight
98,70
65,94
35,41
46,20
15,9
2,28
2,22
9,41
83,49
71,81
86,71
30,84
60,52
19,15
79,19
54,85
10,90
80,98
30,43
11,24
1,16
23,72
67,37
41,74
41,100
21,9
53,37
25,52
27,21
57,75
90,49
83,60
71,24
79,28
76,45
27,76
5,92
16,99
9,76
20,32
57,80
11,62
13,33
55,57
7,49
2,51
33,29
48,52
59,35
21,86
76,13
64,74
75,30
85,68
16,58
88,52
78,11
56,81
31,4
77,84
86,75
84,87
11,82
50,12
35,74
91,23
76,34
8,14
93,81
62,57
15,61
5,54
3,25
2,81
50,19
76,71
69,11
73,56
34,74
9,3
14,21
2,25
77,18
95,54
37,98
87,77
66,59
12,82
73,100
79,16
8,15
54,50
98,72
59,42
54,61
