90 2115
value,weight
76,40
80,53
10,95
54,17
90,39
13,50
28,49
81,56
78,5
62,43
93,88
67,29
27,56
46,16
47,38
19,57
37,33
52,12
94,34
100,87
90,33
10,63
65,78
6,98
45,40
96,18
55,69
64,30
90,89
95,28
26,72
47,12
80,75
70,22
7,45
80,43
75,83
18,39
85,35
51,39
69,20
21,18
21,32
73,71
54,47
44,68
44,61
15,17
23,39
29,47
28,56
54,6
59,95
85,22
41,57
29,3
2,50
26,38
7,33
4,46
79,63
93,100
57,14
16,82
6,62
70,90
100,38
74,20
15,58
18,27
25,1
74,47
25,26
34,77
12,74
27,26
77,62
31,62
12,83
46,3
27,10
69,63
27,24
90,60
6,82
99,65
92,15
21,38
29,49
27,75
