85 2123
value,weight
57,93
9,95
2,14
91,61
62,89
53,32
87,62
65,3
99,23
14,77
67,24
40,5
7,28
64,35
73,43
44,18
96,76
82,49
27,41
55,66
49,24
26,93
49,62
38,43
52,43
66,30
17,23
8,16
79,69
81,19
2,33
84,29
71,85
67,44
72,54
62,34
94,54
42,25
42,64
35,9
25,54
90,62
42,90
46,14
53,100
82,79
73,81
98,80
61,70
17,19
25,91
79,28
47,26
55,73
16,11
86,69
14,98
7,35
92,91
60,51
81,87
74,23
69,44
83,21
34,92
70,65
44,27
63,2
43,51
8,52
32,28
67,42
58,99
88,98
74,53
42,100
20,28
22,49
87,65
10,16
37,100
68,34
85,1
7,8
91,53
