90 2132
value,weight
57,9
85,65
92,4
24,100
53,50
48,67
10,46
50,15
38,58
39,95
50,100
55,61
84,56
71,47
64,4
36,75
96,39
59,16
29,74
22,47
65,15
74,38
55,16
79,68
97,29
96,42
41,8
8,30
67,76
25,44
80,29
43,9
74,38
57,10
81,75
37,42
40,27
75,8
2,48
9,4
2,37
47,77
16,8
93,5
53,95
17,90
62,20
73,68
6,9
14,5
25,5
20,92
86,80
43,20
3,51
1,20
29,41
25,61
88,87
44,62
31,27
82,44
43,55
93,90
96,44
43,41
91,94
45,94
89,57
14,20
12,8
63,42
23,97
3,38
94,81
45,87
13,86
24,89
55,95
54,8
5,7
19,97
48,72
30,15
68,46
53,66
63,86
83,15
32,15
80,31
