85 2064
value,weight
43,99
7,68
85,36
63,31
37,82
46,1
36,25
82,35
20,28
45,48
8,31
4,39
85,68
9,75
42,22
59,3
38,57
63,64
65,44
85,67
70,32
6,83
97,44
76,10
98,23
64,16
12,51
11,86
87,28
46,11
28,83
40,50
91,94
66,34
13,77
98,48
80,81
38,55
93,81
52,53
26,51
21,11
66,79
96,21
72,65
13,17
53,58
65,1
53,65
1,16
77,46
22,91
56,28
52,62
50,34
30,54
41,53
92,89
3,42
24,55
63,10
97,10
60,55
89,57
34,89
39,53
13,1
16,90
67,41
11,93
2,9
80,98
87,86
3,55
28,46
46,72
6,55
41,48
56,63
31,14
33,33
19,65
70,42
71,3
28,39
