100 2834
value,weight
29,31
95,85
66,57
79,71
11,39
97,3
37,85
80,75
38,94
24,19
70,26
31,70
51,53
18,41
51,73
59,41
90,37
56,88
8,85
9,44
77,49
34,13
38,81
74,12
22,13
30,90
37,60
53,4
15,46
23,88
21,81
59,79
48,94
82,49
95,88
49,26
47,36
94,62
68,59
20,82
57,61
28,18
75,17
63,7
30,66
98,29
64,75
78,68
38,64
8,25
79,29
97,84
51,90
48,63
70,91
10,78
29,20
50,34
81,59
64,30
73,18
18,47
15,63
22,64
49,89
38,73
68,29
98,82
11,59
20,100
68,35
4,97
49,96
27,81
8,86
46,71
91,48
63,6
60,35
100,57
93,47
97,7
25,91
100,87
13,94
53,85
28,38
62,62
47,25
6,89
39,67
26,53
68,58
6,56
45,29
20,76
58,81
58,52
45,55
81,43
