85 1919
value,weight
55,46
24,90
97,76
24,12
81,18
84,23
89,13
50,41
4,91
96,64
59,53
37,61
85,50
37,49
35,79
41,11
15,28
67,84
31,62
14,33
64,67
5,44
55,64
45,44
14,82
96,38
7,51
20,13
1,7
33,81
54,1
41,77
39,51
67,23
62,14
9,45
33,30
3,83
84,15
49,73
57,16
14,53
14,9
37,11
13,93
59,90
27,61
43,43
80,83
31,24
42,25
12,30
89,32
26,5
9,29
76,49
9,39
86,16
4,28
75,37
47,28
75,9
59,53
17,99
32,15
79,13
78,98
6,78
95,77
81,13
8,3
64,64
86,82
45,9
57,70
81,88
44,56
7,97
65,29
5,80
82,18
20,10
56,28
51,27
90,35
