90 2237
value,weight
50,18
10,32
34,78
53,14
90,4
64,73
100,13
56,55
98,93
82,74
30,83
89,90
36,89
4,37
30,18
5,40
32,69
92,38
83,53
51,92
45,1
26,38
15,84
17,86
40,29
62,84
11,87
36,6
46,100
87,6
9,63
17,48
62,90
65,40
43,15
69,16
47,32
57,16
58,86
49,42
69,99
17,31
37,37
38,61
100,93
31,43
74,99
81,33
78,19
17,24
75,71
70,97
57,25
19,55
44,17
16,6
17,76
70,9
48,59
79,47
81,18
32,52
54,43
27,37
56,11
66,71
95,5
95,86
2,80
21,12
58,36
26,74
9,43
81,82
87,3
11,67
84,39
99,81
50,18
72,61
5,11
72,82
10,83
37,2
99,56
97,86
39,20
30,96
73,13
28,73
