95 2471
value,weight
78,67
42,84
59,3
10,55
50,3
9,73
38,51
88,80
91,47
71,2
35,84
75,22
12,88
74,93
86,7
8,44
23,1
97,96
27,12
61,20
6,8
26,95
67,48
49,82
55,85
68,76
13,79
36,87
90,30
6,55
18,100
68,90
62,77
24,44
4,30
58,77
30,94
86,63
53,91
44,59
41,76
20,68
13,68
18,3
36,4
47,70
23,53
36,30
62,6
7,13
71,95
86,59
68,99
21,93
78,33
42,5
46,25
26,76
40,88
29,17
94,61
9,32
88,41
71,76
14,59
23,71
85,75
36,22
96,45
42,17
56,17
17,44
94,56
74,43
21,14
64,8
26,77
67,51
87,8
99,38
82,83
82,62
25,31
63,29
86,73
71,7
77,51
52,98
26,99
10,36
71,63
93,79
77,36
57,31
13,27
