90 2163
value,weight
72,32
5,20
65,82
19,12
80,72
12,90
57,98
31,33
46,10
44,79
8,24
74,26
16,77
67,37
22,30
16,69
60,51
10,52
71,29
16,28
15,30
46,23
90,89
20,89
90,36
63,81
98,41
2,8
17,90
26,84
94,90
7,36
46,68
87,59
28,54
32,53
48,38
19,28
44,22
98,55
63,90
54,26
44,91
94,81
78,16
80,88
49,13
59,18
46,92
79,12
50,67
97,74
35,11
20,34
78,23
28,86
83,10
98,50
30,92
74,15
52,56
61,51
74,61
62,24
62,45
10,24
75,58
15,47
62,92
11,51
72,61
16,84
88,25
73,65
96,6
22,29
82,64
90,79
38,23
93,34
73,17
17,72
84,50
46,28
78,8
55,54
90,5
89,42
21,7
94,50
