90 2363
value,weight
44,76
53,78
28,86
69,5
66,3
10,90
25,28
50,60
99,87
82,96
2,29
17,37
76,38
61,90
56,1
48,30
58,17
3,66
35,27
54,42
28,43
78,83
90,69
69,96
9,90
63,42
42,92
63,81
23,48
2,94
82,79
14,21
79,90
78,9
63,73
21,25
58,25
33,28
65,27
75,27
60,36
46,67
27,64
76,64
66,43
73,75
1,5
45,46
16,39
31,35
42,98
21,92
7,11
53,18
19,59
23,38
60,66
48,21
34,23
15,39
54,95
72,97
70,46
35,50
3,26
95,45
87,16
7,8
8,92
39,56
67,16
63,38
81,79
96,69
89,38
13,90
19,99
100,89
49,56
70,70
49,45
56,29
63,85
75,95
42,27
70,19
92,86
1,32
51,23
36,44
