100 2665
value,weight
35,50
30,30
98,88
36,39
9,17
72,93
46,49
51,90
3,58
31,33
87,58
18,71
27,52
54,97
2,85
92,93
33,27
27,20
81,49
87,19
38,85
28,82
25,11
90,27
29,94
86,48
31,85
98,90
90,50
1,6
53,25
74,11
99,55
66,18
35,52
9,33
34,50
75,73
25,60
87,70
97,95
10,35
38,98
70,83
93,65
87,9
4,51
13,48
37,99
26,70
79,20
58,97
68,15
54,94
19,11
66,72
80,63
46,22
10,52
18,61
28,66
66,1
31,14
90,33
42,29
92,61
24,76
99,14
50,92
75,24
46,26
39,56
69,25
64,79
90,39
59,7
98,88
62,97
53,69
65,53
75,38
66,47
61,75
64,20
21,7
71,57
90,84
43,90
48,10
6,25
21,41
42,82
98,96
40,37
77,42
12,72
95,91
7,81
49,81
30,3
