95 2638
value,weight
49,30
6,97
48,2
50,80
68,98
12,85
40,80
42,77
19,52
67,86
32,65
80,12
70,89
36,59
44,80
10,79
27,40
40,16
54,78
40,65
69,96
51,67
5,24
94,65
68,56
6,5
84,23
64,70
29,34
18,32
5,11
40,45
83,35
1,48
46,48
39,63
98,100
59,83
45,58
4,63
3,53
76,91
47,77
37,44
42,33
13,60
32,93
46,24
54,26
45,26
5,76
21,16
55,49
14,48
5,53
96,79
10,24
65,56
36,52
5,57
50,71
16,26
96,8
40,20
36,77
11,45
19,5
36,75
42,92
35,86
60,68
3,44
75,88
69,55
73,32
81,76
31,91
28,23
40,25
29,31
71,89
16,92
81,42
88,64
42,6
58,3
74,13
12,100
76,67
38,92
52,92
91,41
69,41
73,92
9,72
