90 2214
value,weight
75,95
48,11
68,14
19,30
31,17
94,91
44,67
44,89
40,20
76,30
71,94
58,61
54,88
3,19
4,69
2,91
56,7
56,71
18,22
92,27
77,80
61,74
32,73
21,75
9,51
58,88
87,26
72,56
46,47
16,25
23,17
62,96
85,29
68,46
44,64
22,11
70,99
65,6
41,13
100,77
3,47
70,72
76,61
99,98
52,6
51,13
62,73
95,17
40,86
56,3
42,1
11,3
89,39
68,93
80,96
53,25
81,63
41,69
78,7
1,21
23,66
63,85
43,35
30,98
10,67
14,4
88,13
92,27
65,11
96,84
93,38
25,43
39,51
64,61
46,42
30,45
21,9
98,69
50,65
74,20
68,95
97,82
9,9
64,80
52,13
29,99
32,13
25,12
80,57
56,76
