100 2563
value,weight
37,34
94,31
12,76
19,20
13,49
79,19
64,85
94,6
56,71
26,36
38,1
46,71
40,56
45,69
73,61
99,81
12,37
61,98
49,34
41,77
49,72
68,92
31,10
31,70
44,91
15,80
19,26
57,26
37,92
57,81
90,1
20,93
47,44
77,79
38,37
18,66
72,84
56,28
20,77
72,16
28,21
6,47
35,63
53,74
2,85
77,3
49,100
94,49
72,68
45,9
21,15
29,79
21,62
34,57
43,93
61,5
52,7
72,54
61,57
65,61
64,3
100,2
13,93
54,72
63,6
69,97
30,33
71,2
15,57
2,51
33,38
33,81
84,92
30,7
21,31
13,67
83,98
62,51
69,21
47,19
27,72
54,23
2,36
23,81
25,43
33,1
11,88
92,49
18,1
86,77
22,57
29,13
100,42
17,16
14,97
97,12
7,62
30,88
57,87
49,74
