95 2650
value,weight
77,89
7,66
96,36
56,75
15,65
57,54
23,63
19,79
25,39
2,43
57,90
90,49
58,51
74,70
4,78
93,42
42,47
63,96
6,81
73,3
58,12
20,38
79,62
45,53
78,84
31,27
15,73
73,30
89,57
75,46
92,10
6,71
87,43
18,97
31,17
17,61
79,48
99,35
2,31
56,75
56,83
100,11
96,45
59,47
54,89
85,8
96,5
37,15
28,8
60,59
77,70
76,31
20,9
100,86
1,30
45,71
61,74
22,88
51,85
100,77
27,48
60,1
33,90
95,47
52,70
97,98
5,93
30,99
76,35
4,22
44,50
99,98
73,24
8,59
13,94
23,14
66,73
28,22
45,56
53,52
99,9
96,38
10,75
15,71
66,83
16,38
31,77
48,74
36,76
74,96
56,58
3,75
80,80
16,46
75,82
