90 2264
value,weight
10,27
15,96
89,86
20,98
19,29
66,80
19,12
10,19
21,70
40,9
64,75
47,78
66,38
7,62
16,44
7,6
60,50
92,16
19,47
10,50
44,59
39,18
26,36
29,41
39,43
76,42
61,45
63,32
47,95
45,1
38,52
26,69
29,23
89,8
53,73
98,70
29,96
93,89
46,9
7,77
87,9
96,54
48,74
82,84
20,99
52,50
78,40
40,44
32,98
45,46
64,43
62,5
90,78
25,3
97,42
61,63
6,63
59,87
18,94
36,14
85,18
96,5
83,97
40,47
91,31
25,90
88,56
93,47
99,15
81,40
36,89
80,32
21,40
46,83
51,82
14,32
56,99
28,54
97,43
44,22
56,30
35,32
56,98
45,78
34,10
28,66
25,19
39,49
59,9
55,56
