85 2155
value,weight
30,98
57,50
6,47
89,28
15,36
78,19
75,17
25,51
25,96
14,50
14,90
4,75
89,66
96,48
83,73
4,60
55,9
41,69
2,30
45,42
64,68
61,9
2,46
44,77
16,31
46,88
79,79
16,34
41,78
57,35
85,7
81,63
73,45
100,22
89,38
59,48
88,100
78,50
88,3
89,58
54,7
27,94
59,46
28,17
47,71
71,54
54,85
79,12
71,59
75,2
59,65
99,4
73,82
19,90
12,28
81,60
3,53
62,89
40,25
72,74
27,67
24,35
74,40
29,50
44,55
99,62
4,88
73,75
62,62
57,49
28,37
20,19
6,65
14,67
54,30
48,12
70,48
51,30
92,92
63,26
29,40
58,67
3,47
66,32
8,66
