95 2706
value,weight
54,78
25,63
73,87
89,87
63,82
53,84
90,71
89,100
88,6
7,85
62,61
21,45
55,63
49,97
37,5
16,98
12,12
45,66
78,7
83,22
62,97
71,12
13,95
26,41
6,86
80,79
32,85
36,96
88,50
14,58
70,46
96,79
21,40
67,3
49,24
53,82
45,100
67,18
21,91
93,17
6,89
5,89
85,34
53,29
43,31
78,70
59,20
64,23
37,15
63,98
77,47
78,54
10,96
71,44
87,12
57,67
59,39
91,48
81,88
93,98
3,3
18,80
24,89
27,50
70,25
15,27
84,84
9,8
17,55
25,83
23,54
88,77
5,59
69,99
2,78
71,59
63,51
65,79
2,44
15,97
61,41
68,37
30,92
66,94
19,18
97,94
67,11
64,43
86,60
28,4
35,25
4,51
27,17
94,64
59,51
