100 2423
value,weight
56,73
16,23
30,99
47,17
53,20
75,58
75,55
60,24
16,42
89,68
12,2
30,15
69,53
40,36
27,56
98,31
27,46
91,64
92,67
20,6
92,44
37,16
8,20
81,74
93,2
75,90
34,75
84,41
86,72
18,41
69,2
43,49
66,41
65,67
68,8
67,55
86,99
12,71
17,16
64,80
80,85
39,95
8,23
28,45
34,25
67,59
6,65
63,1
11,69
79,91
92,94
89,38
30,31
28,88
78,83
58,32
77,48
60,52
1,33
47,46
73,15
1,11
6,39
50,90
90,98
77,47
25,98
63,98
26,17
67,33
69,91
53,48
10,12
98,17
79,60
94,27
10,55
21,89
85,93
18,42
100,63
32,16
98,22
73,13
80,84
39,59
2,20
40,16
18,75
93,81
66,10
47,26
10,38
16,49
99,20
69,31
56,96
68,25
4,13
99,88
