90 2256
value,weight
21,82
15,48
61,39
2,71
64,79
78,77
70,25
84,28
53,89
2,49
54,81
49,69
99,21
1,80
86,34
49,88
97,80
49,6
78,55
36,62
3,42
8,83
56,65
30,1
89,65
91,9
53,45
2,33
71,14
46,66
30,28
15,98
20,98
22,65
81,49
88,94
71,5
29,49
38,49
87,84
13,98
76,26
22,37
60,15
20,5
43,44
72,13
15,51
6,17
14,10
58,55
16,11
37,12
94,60
51,82
93,85
47,3
29,80
8,60
49,26
34,4
2,21
54,63
4,46
91,91
80,85
75,19
74,97
12,83
86,16
25,65
66,95
80,24
89,5
54,28
62,91
62,28
51,60
100,31
83,48
94,74
63,60
89,3
37,83
86,86
7,19
31,28
19,76
95,72
97,16
