85 2018
value,weight
23,1
47,15
3,100
56,74
17,19
86,81
28,43
48,22
6,73
53,14
14,4
24,46
45,55
37,32
89,22
13,88
26,6
18,67
52,57
1,69
56,32
85,51
2,41
27,33
57,94
56,50
71,14
77,33
62,26
53,42
17,68
75,8
49,70
79,36
34,92
84,73
90,42
39,10
26,94
38,5
84,51
32,94
13,15
90,14
21,38
29,15
76,92
44,57
3,73
9,53
1,18
8,31
19,64
22,3
49,93
21,25
88,72
32,82
92,84
8,82
33,15
16,77
56,45
39,26
73,42
34,33
45,46
13,85
18,89
37,2
22,77
55,65
6,34
52,9
61,43
65,14
25,47
16,49
52,80
87,99
50,66
42,29
69,54
55,45
47,7
