85 2185
value,weight
44,29
54,45
3,50
78,99
22,48
88,89
92,48
7,48
80,96
8,20
58,34
70,5
59,89
13,63
47,41
18,73
2,56
68,60
86,42
78,43
57,75
98,36
29,69
47,94
57,58
56,29
66,43
62,80
50,91
18,13
83,12
44,93
26,3
100,81
59,100
50,87
29,36
29,36
22,97
59,20
64,50
39,82
67,37
72,18
2,7
30,31
88,94
33,64
69,9
74,9
24,54
73,13
19,92
2,54
40,45
18,46
82,31
30,14
89,27
51,37
15,90
62,59
29,55
18,17
50,44
6,34
41,53
40,1
54,73
25,46
79,20
89,75
35,83
4,80
43,47
80,41
13,34
72,72
45,6
47,56
94,66
96,67
83,97
28,25
63,85
