95 2262
value,weight
71,13
42,24
5,15
78,9
74,70
24,27
76,81
80,94
61,50
72,79
49,18
15,89
90,64
11,75
40,93
40,83
57,20
38,16
59,22
78,60
54,26
88,67
84,28
11,84
11,31
42,21
54,83
47,60
39,81
40,82
49,15
17,64
42,3
22,23
38,19
70,54
59,19
37,97
42,67
98,61
70,65
54,35
71,3
68,5
33,16
76,91
10,24
62,56
12,46
53,16
64,43
53,27
85,33
77,10
71,18
15,38
77,62
69,15
25,26
79,83
55,41
66,80
68,98
52,41
4,34
19,66
13,15
8,52
17,33
69,59
81,21
78,49
83,85
4,74
75,66
49,14
83,52
86,50
9,82
66,97
12,34
23,48
9,89
75,14
77,52
63,64
63,86
48,52
72,63
52,53
78,23
4,67
87,3
16,63
80,5
