95 2257
value,weight
98,3
68,1
50,22
75,80
42,27
50,31
48,78
51,61
11,11
89,23
46,73
11,19
54,43
7,99
35,28
1,54
62,90
66,54
7,21
36,15
26,12
93,47
52,80
88,13
66,15
73,77
88,23
93,73
78,46
68,43
31,7
33,91
43,11
46,23
28,67
45,47
77,5
36,82
95,81
30,30
26,9
25,84
33,6
7,55
70,54
21,94
55,10
72,72
76,26
86,28
100,77
75,10
63,9
27,15
33,20
27,41
47,57
60,1
82,71
72,21
13,55
87,97
63,28
22,97
70,23
97,53
46,45
72,100
15,60
23,59
37,61
24,90
42,90
8,61
7,34
33,35
84,88
22,87
66,53
85,64
10,80
57,71
33,42
71,3
80,58
51,82
77,90
65,61
26,6
49,39
75,44
74,52
19,96
79,1
47,44
