95 2579
value,weight
56,81
89,60
42,81
17,35
19,1
7,10
67,99
78,76
98,57
23,17
49,57
64,49
83,44
76,19
12,67
96,35
46,43
11,96
17,65
39,48
74,84
32,49
33,4
75,62
63,67
44,22
11,1
26,34
47,78
62,12
61,76
80,28
100,75
35,2
35,60
5,92
47,79
61,45
27,97
54,7
68,42
31,29
31,58
27,43
46,71
61,65
6,91
43,46
27,94
42,84
26,55
28,28
39,87
16,78
23,70
66,2
40,64
100,92
2,16
82,58
78,50
68,77
39,21
77,76
95,87
32,18
89,67
11,65
93,48
17,75
79,92
20,98
72,59
26,15
13,6
80,15
50,56
92,11
47,80
80,81
55,48
49,62
14,10
59,81
96,26
85,93
60,91
75,33
11,75
99,64
95,93
17,14
95,97
93,71
15,17
