85 2114
value,weight
100,48
32,17
43,21
33,57
80,4
6,16
99,97
45,80
69,52
12,9
42,39
74,12
35,74
5,17
4,55
87,28
34,33
79,27
21,36
70,97
92,25
32,62
15,21
67,9
46,17
50,2
84,80
68,80
90,75
54,95
40,94
39,91
34,49
21,76
40,48
18,41
30,47
94,71
85,27
38,7
22,6
25,89
64,82
69,30
95,67
100,51
64,24
75,80
83,26
2,16
87,12
15,87
59,75
20,1
90,48
66,33
28,50
76,90
32,62
25,32
69,51
53,30
83,81
98,100
5,84
17,17
10,62
93,62
48,19
42,85
61,91
65,80
37,19
56,77
70,72
1,23
17,64
30,39
99,60
22,12
32,95
49,46
90,27
61,78
35,57
