95 2547
value,weight
92,31
7,20
43,90
15,71
68,2
51,78
22,16
12,77
39,62
86,66
72,52
88,76
87,36
21,90
53,73
78,92
58,38
96,77
77,43
91,99
73,59
78,42
45,8
81,61
43,45
78,61
82,99
92,4
25,19
36,88
6,61
57,6
47,28
37,43
39,61
77,76
16,24
62,71
54,75
54,23
67,92
85,9
95,43
62,71
13,44
79,12
16,84
50,98
3,27
30,64
81,45
39,71
26,81
95,57
43,61
6,8
35,97
58,48
88,18
49,81
69,28
26,99
29,100
3,79
73,40
82,40
99,59
81,98
79,50
81,74
24,25
58,9
71,24
85,27
3,56
76,43
40,59
21,5
61,79
82,78
85,60
4,46
16,70
89,84
50,44
28,45
53,22
99,65
89,10
23,43
81,72
8,33
79,3
79,92
65,80
