85 2165
value,weight
30,52
24,78
93,89
54,74
70,31
90,65
81,72
21,48
36,81
40,86
89,31
55,65
92,69
72,2
88,71
2,88
45,67
60,1
24,3
67,2
29,9
100,4
89,42
58,52
61,46
6,25
62,4
35,52
100,48
79,51
35,29
48,48
48,31
63,9
97,55
57,61
49,85
85,56
68,98
90,23
14,27
53,33
64,69
95,93
53,65
99,90
28,30
80,100
8,34
26,11
56,44
14,32
47,89
61,92
52,81
91,64
37,99
25,12
63,61
58,7
39,60
97,54
34,92
39,94
25,77
41,21
52,91
97,36
47,68
23,74
61,43
82,21
74,2
85,94
53,9
70,83
47,19
13,62
37,37
49,38
33,49
57,71
80,8
79,11
10,80
