100 2621
value,weight
39,93
87,67
20,45
3,52
53,97
36,32
4,75
41,85
34,97
44,49
75,8
76,75
25,19
80,86
13,13
100,58
69,75
58,57
13,33
67,16
55,46
92,67
82,16
42,17
24,28
46,24
73,37
97,41
9,18
56,31
55,56
62,25
64,97
6,18
4,70
83,64
38,35
40,90
95,28
93,83
40,58
84,55
49,98
59,51
57,46
79,73
43,6
26,43
12,38
80,63
33,38
67,79
25,64
19,7
51,84
76,33
25,85
95,37
45,58
91,17
35,75
100,15
40,82
45,51
26,78
84,69
90,97
88,47
88,25
14,17
65,11
8,73
64,56
49,24
32,38
17,5
9,13
39,98
38,98
51,9
98,17
50,91
46,22
9,52
90,53
79,46
98,69
99,86
12,69
39,92
69,48
53,34
94,91
13,14
18,79
91,84
21,88
70,81
8,19
23,70
