90 2009
value,weight
23,8
78,76
28,35
30,67
46,3
13,85
100,43
26,36
77,56
96,100
74,9
72,3
84,58
49,86
37,19
22,63
34,34
26,96
27,49
24,70
44,84
62,47
84,69
90,42
76,34
23,11
35,34
90,37
58,76
61,17
49,71
48,33
60,8
13,96
90,60
34,3
12,13
50,87
96,62
52,92
48,74
72,24
28,67
49,18
8,5
77,16
37,25
43,18
25,30
30,3
27,92
9,21
75,81
41,96
25,76
94,39
58,32
21,93
68,3
93,5
25,59
29,38
47,23
46,19
64,55
99,5
91,92
94,7
49,26
88,42
3,81
15,25
96,89
79,46
66,31
35,21
57,37
80,13
68,4
94,72
96,16
22,81
67,27
36,10
34,30
75,25
44,69
91,85
41,96
15,5
