100 2497
value,weight
8,59
27,41
81,55
41,58
26,29
40,8
93,77
96,95
23,15
43,10
40,18
100,85
20,83
7,22
79,57
53,42
85,66
16,65
82,15
32,9
50,79
55,17
65,61
49,72
69,86
96,6
100,60
90,39
15,15
32,83
63,2
41,20
89,26
48,75
17,80
63,99
78,56
6,12
77,73
45,12
100,85
71,83
60,66
1,29
39,41
65,19
73,79
49,43
52,29
64,42
33,88
80,97
89,91
72,85
62,54
31,4
30,96
88,81
2,53
100,36
62,49
98,66
81,45
27,66
81,41
75,62
38,22
46,51
65,93
3,100
7,14
69,16
15,6
4,88
83,30
74,11
1,94
83,60
96,1
19,41
24,46
8,77
62,23
82,33
94,71
11,7
38,92
36,52
10,92
2,62
34,71
93,62
4,8
85,37
20,5
53,70
65,25
2,17
67,70
18,36
