95 2652
value,weight
72,74
12,9
80,44
85,88
44,84
23,69
100,38
50,60
71,60
81,51
92,43
87,88
2,65
46,63
8,37
78,7
89,39
71,14
18,56
87,54
79,92
42,59
70,39
83,11
96,98
82,43
8,82
71,44
70,86
77,76
84,84
13,27
13,5
82,93
60,63
66,68
13,38
67,93
65,31
57,98
17,8
4,1
45,22
52,94
39,3
37,100
50,61
83,94
45,42
35,87
85,25
96,21
11,38
81,28
32,70
74,20
21,59
63,70
81,86
22,80
66,56
64,6
68,35
5,26
30,80
52,68
59,25
34,15
77,63
67,42
4,2
69,100
58,82
43,79
92,19
97,73
30,83
3,34
48,3
26,47
17,62
5,87
31,75
31,89
28,59
75,30
16,34
19,91
96,80
70,67
84,97
79,82
31,100
75,78
51,54
