95 2257
value,weight
65,28
12,65
28,86
76,73
40,96
77,30
80,19
48,98
17,14
17,5
48,81
82,41
57,24
38,49
68,65
88,25
5,91
40,37
54,13
76,50
73,94
18,38
21,61
45,74
79,5
67,84
78,24
32,53
71,70
70,19
79,74
59,54
57,55
36,8
72,6
49,29
61,15
80,72
30,59
80,11
25,48
79,25
61,29
100,87
55,5
36,72
20,40
85,16
56,93
17,7
2,16
87,56
63,61
17,99
92,15
25,78
4,19
78,47
88,68
37,96
56,36
82,61
66,4
88,77
36,1
100,95
55,13
14,28
76,39
52,71
21,51
68,8
4,71
13,96
22,59
92,3
79,18
27,56
3,7
72,65
3,47
86,59
82,74
19,29
80,92
33,42
22,58
80,38
13,12
12,43
64,91
57,61
43,16
31,96
59,26
