95 2069
value,weight
67,38
91,66
12,42
24,34
73,5
28,83
79,63
63,59
84,9
20,13
76,50
66,8
98,50
90,24
35,88
46,87
53,81
37,69
38,26
53,36
47,3
61,59
74,44
23,52
15,62
61,13
75,15
29,60
11,8
26,2
65,60
77,11
17,68
14,32
31,42
13,78
79,16
19,36
9,67
13,69
24,2
98,9
73,72
91,72
43,36
93,47
70,14
40,26
41,97
97,53
1,47
63,22
83,65
38,75
41,25
13,92
28,17
75,80
3,7
71,66
4,78
11,19
53,95
15,59
86,35
44,100
3,14
86,48
98,94
69,14
33,2
43,37
40,19
24,24
63,47
55,97
38,86
69,24
61,15
79,71
5,82
64,8
36,8
9,10
81,22
95,52
73,62
12,4
83,9
85,62
58,31
76,33
40,28
86,69
7,29
