90 2396
value,weight
11,65
7,4
85,9
96,60
47,96
55,39
81,14
90,15
98,32
73,76
83,52
70,90
60,40
52,93
91,54
55,49
81,45
59,28
25,65
80,3
97,35
74,63
98,55
88,75
11,8
54,82
96,56
79,61
4,12
70,69
100,41
59,96
74,7
100,71
74,58
33,4
52,21
79,85
99,2
39,92
30,17
89,76
16,35
90,55
62,27
5,56
59,14
95,85
8,23
35,45
25,98
25,26
69,94
66,1
76,91
20,51
54,24
80,15
79,9
62,88
72,69
3,96
52,36
25,11
57,57
85,66
1,49
7,53
66,99
69,79
67,76
42,96
69,96
33,61
78,24
94,45
6,6
37,34
84,96
42,89
34,74
66,44
80,99
18,24
78,23
76,93
30,64
27,92
94,94
17,96
