85 2260
value,weight
27,30
71,82
56,98
88,36
89,73
86,18
80,33
40,79
30,10
38,47
97,38
34,5
41,87
8,54
42,56
11,25
52,89
58,19
66,22
20,37
61,18
27,69
30,48
30,21
87,34
20,82
44,27
10,62
23,69
68,53
19,22
7,17
26,93
68,16
97,68
91,68
75,86
69,41
88,55
97,13
56,80
50,82
36,46
40,17
94,36
69,84
14,12
30,67
38,69
79,86
100,98
29,23
46,39
50,70
15,83
64,75
89,98
18,32
31,65
12,97
21,28
49,69
97,92
19,94
74,58
49,78
46,55
72,15
92,33
75,86
58,100
88,53
48,49
27,77
80,88
46,54
10,52
42,34
55,52
25,41
17,37
89,31
59,19
85,5
77,61
