90 2130
value,weight
79,56
57,11
82,75
74,22
28,66
6,46
89,35
87,81
13,65
93,23
73,14
2,15
62,29
56,26
71,27
39,82
10,60
64,59
67,38
8,99
97,51
22,52
91,30
29,92
62,94
42,33
82,8
93,93
43,13
3,20
12,50
77,84
56,26
1,28
65,44
44,11
36,56
62,15
93,80
96,79
38,22
86,68
25,88
88,41
50,3
70,14
55,60
40,7
59,5
71,2
35,64
32,40
57,65
54,46
3,18
9,57
100,64
6,82
77,17
93,67
20,69
72,35
57,47
78,99
31,68
100,38
16,51
67,41
98,24
1,48
88,28
97,39
41,88
93,68
97,62
22,89
77,40
47,54
85,77
6,59
98,85
20,59
44,5
22,8
10,24
51,83
78,41
54,6
65,53
100,54
