85 2044
value,weight
91,15
27,54
55,49
42,42
68,39
63,7
51,79
49,65
26,46
98,27
41,54
4,15
87,13
66,41
32,39
89,26
44,80
26,45
17,47
90,31
98,3
53,27
24,57
2,39
48,52
99,98
41,90
48,60
35,65
72,41
31,41
89,21
5,40
67,20
67,8
65,74
16,2
29,16
44,12
18,57
92,84
83,84
53,88
49,8
85,72
31,6
29,13
95,79
98,56
98,54
75,77
45,72
95,53
14,49
25,33
45,27
22,75
61,36
11,32
72,40
57,57
41,44
55,46
73,62
10,78
94,97
48,60
8,82
4,61
13,85
51,64
57,24
5,2
78,67
96,80
97,66
36,24
11,100
90,63
36,31
39,65
1,60
2,17
37,35
7,44
