85 2192
value,weight
51,79
64,53
65,68
76,97
97,3
5,50
98,43
33,61
83,58
48,81
71,67
73,40
58,86
12,49
52,91
14,56
38,49
97,87
79,88
85,11
80,5
28,41
12,7
48,73
71,27
81,32
81,30
34,65
32,94
71,45
70,36
14,68
92,8
49,43
24,90
78,81
26,52
91,20
83,79
47,5
27,92
98,54
2,30
31,40
78,76
19,37
66,16
98,95
62,70
47,16
69,91
9,1
96,29
15,44
75,13
32,88
36,51
40,100
77,60
17,89
52,76
41,87
29,60
88,29
100,12
12,31
86,36
71,31
63,20
1,66
1,4
34,28
46,80
74,88
66,75
28,44
36,98
80,64
99,55
80,44
2,20
69,3
56,26
29,44
9,54
