90 2552
value,weight
39,4
48,86
5,75
26,5
7,5
26,66
80,24
88,49
90,54
50,29
79,100
42,29
30,80
50,91
19,92
4,61
14,73
95,79
9,66
80,40
34,97
46,30
91,64
25,75
94,76
53,90
25,87
30,50
9,59
49,97
36,30
47,25
6,98
7,95
63,10
97,18
24,70
13,16
93,23
13,85
64,72
18,56
46,54
38,27
45,79
11,34
64,94
56,67
17,77
17,61
14,68
60,31
21,87
66,27
6,86
35,13
79,79
67,77
71,87
75,9
49,84
95,89
13,78
28,69
29,59
98,14
24,54
14,9
7,79
26,83
46,81
95,72
95,49
62,5
55,91
72,48
59,25
30,74
97,47
43,13
100,31
83,6
35,51
73,61
53,87
65,84
62,57
66,46
61,69
34,1
