95 2315
value,weight
63,88
93,75
63,15
83,6
24,91
99,87
59,37
82,70
59,61
62,76
64,25
49,16
38,100
28,93
56,81
67,63
40,57
84,22
52,40
63,30
53,66
81,72
12,41
45,52
80,85
32,69
7,96
33,60
6,40
22,82
85,56
39,23
83,8
22,4
29,93
63,52
13,6
48,81
22,32
72,8
9,69
78,19
5,32
62,37
2,11
49,8
65,9
91,84
48,86
37,10
41,66
28,8
45,34
23,60
49,34
24,75
91,76
43,100
53,54
39,4
92,69
24,82
51,38
27,52
61,33
52,5
11,84
83,93
40,19
72,44
27,52
72,98
82,3
28,66
54,63
53,89
93,57
2,8
20,18
75,12
8,6
38,25
54,76
92,37
18,87
32,58
73,59
21,50
72,6
64,15
15,67
57,12
76,15
68,77
76,21
