85 1883
value,weight
55,17
96,56
67,83
20,14
68,54
42,71
33,61
83,64
33,4
25,43
34,83
22,7
34,5
72,9
57,31
79,55
81,33
8,52
78,48
37,72
33,24
91,72
43,42
50,31
84,48
52,88
6,79
23,96
42,21
38,62
74,13
91,55
18,46
32,23
19,42
58,98
9,28
50,19
87,89
52,74
35,13
82,2
67,51
8,99
9,68
2,71
84,96
93,39
68,7
53,32
25,25
66,2
11,79
68,36
55,50
80,29
92,56
80,51
79,64
13,7
53,11
32,10
13,61
16,39
35,26
66,18
95,46
42,50
63,48
77,16
87,28
42,41
23,89
9,33
48,50
54,43
76,33
26,71
66,30
27,47
68,73
84,25
88,73
79,2
85,15
