95 2346
value,weight
59,38
67,9
36,88
74,7
20,36
66,31
92,59
97,8
77,79
1,51
84,88
29,88
99,64
27,27
12,53
20,28
4,99
40,7
73,67
78,6
52,7
66,18
55,16
4,70
90,7
13,38
80,42
32,6
46,77
92,8
18,48
71,60
35,32
87,90
74,28
13,89
15,60
23,53
28,52
89,77
80,66
39,58
78,50
76,31
20,97
18,9
81,54
23,54
43,51
60,63
32,85
6,97
52,19
70,7
81,9
38,31
75,99
33,25
69,100
8,94
51,7
36,46
16,72
59,6
34,49
49,41
85,44
8,16
77,60
35,37
99,40
47,75
42,58
60,84
10,80
1,89
31,99
67,4
26,89
5,2
17,19
100,12
65,91
41,43
73,77
7,18
97,39
84,61
17,92
57,13
82,76
23,76
92,14
24,98
19,55
