90 2206
value,weight
50,44
53,83
68,19
68,33
73,81
50,92
79,65
86,8
39,7
82,8
4,2
31,64
26,4
35,42
79,8
17,31
88,68
14,30
90,63
21,45
99,65
43,57
31,94
2,33
24,68
48,73
95,67
61,50
91,71
22,44
48,8
30,79
22,82
96,56
69,34
26,24
48,74
27,9
19,10
16,43
2,30
15,71
92,96
72,17
36,3
46,76
16,20
3,15
88,39
41,62
39,25
72,47
87,42
44,50
47,81
96,42
69,42
66,17
3,41
43,74
64,43
14,99
69,21
76,38
82,5
66,7
52,93
9,85
58,76
29,58
75,99
60,98
58,36
52,51
86,30
96,98
99,68
95,17
37,44
41,83
17,17
21,82
77,47
91,28
42,78
94,99
99,34
34,24
12,56
49,70
