100 2446
value,weight
31,100
70,10
72,86
84,12
46,67
21,44
35,57
72,7
29,59
49,27
90,42
54,36
76,86
72,76
52,89
22,86
77,24
51,1
41,65
54,9
57,2
90,58
21,26
72,69
47,6
76,30
10,6
61,45
28,21
65,74
60,95
62,94
92,53
42,9
62,33
92,34
69,89
6,8
74,70
89,45
48,89
12,68
83,42
67,38
18,72
21,36
58,47
34,51
61,69
85,3
38,51
54,55
5,50
32,41
68,94
24,96
43,37
45,1
27,53
72,57
31,20
68,15
69,28
68,88
58,83
85,42
77,43
24,1
71,95
22,61
96,11
15,64
26,71
93,25
46,84
42,73
29,10
66,81
90,80
55,8
83,75
61,5
18,1
86,15
89,32
61,75
2,26
32,16
77,65
87,81
12,78
74,98
43,53
90,29
64,89
43,64
51,100
14,5
91,44
79,58
