90 2247
value,weight
63,82
60,61
38,60
47,20
1,7
73,61
19,24
70,86
44,94
94,79
26,34
6,14
9,99
11,56
70,12
26,80
76,15
70,15
38,96
27,13
2,63
57,22
65,84
99,53
10,95
10,66
57,49
28,79
80,12
64,74
61,52
2,88
37,73
54,58
37,8
59,73
19,73
30,55
100,40
62,12
59,82
51,32
89,11
18,80
99,1
53,73
70,43
81,46
51,20
51,76
60,59
32,12
63,7
93,28
87,65
17,30
14,31
73,73
68,1
18,58
6,54
54,48
84,29
65,28
27,99
84,75
24,25
78,95
39,9
27,72
66,12
8,11
54,43
33,24
11,85
41,91
31,67
54,72
36,57
82,51
21,17
86,24
97,57
27,81
29,10
50,92
28,42
8,61
42,9
8,90
