95 2426
value,weight
20,72
51,21
35,58
74,44
60,67
67,17
13,64
18,85
44,30
77,1
13,55
74,67
71,51
37,47
40,6
5,70
78,6
55,78
24,20
91,28
30,22
2,79
79,78
97,95
2,52
29,30
67,11
89,23
81,34
82,5
23,3
93,89
100,80
74,84
18,59
79,22
83,51
97,96
4,88
72,4
28,35
52,77
67,82
79,87
51,10
53,9
76,21
91,81
2,93
87,12
80,75
9,24
37,29
57,7
93,97
57,3
28,74
38,37
23,79
62,78
30,4
76,59
9,97
37,3
1,96
95,41
100,7
59,34
59,58
74,20
2,18
41,68
23,91
70,86
51,27
49,90
21,84
15,58
85,23
42,26
28,50
65,96
49,62
97,29
92,70
33,99
60,84
48,84
17,81
43,98
77,36
87,81
81,12
56,52
97,26
