85 1816
value,weight
93,41
92,4
91,15
58,14
20,2
24,88
93,84
34,19
14,12
8,33
59,35
46,41
98,10
85,77
66,75
76,12
95,54
39,70
16,5
61,52
89,6
72,47
68,29
74,85
19,24
4,52
4,21
84,8
81,56
64,71
85,1
90,5
64,47
83,77
57,38
51,10
57,8
62,69
21,58
22,84
92,6
41,63
58,50
100,16
24,23
62,55
3,44
48,73
39,74
6,81
30,81
44,7
69,2
57,83
77,18
55,36
3,74
31,57
30,56
84,4
17,30
48,9
58,26
20,23
6,50
23,44
52,47
76,50
98,82
56,78
49,13
72,33
68,61
1,90
68,11
67,61
49,17
55,79
57,81
20,40
68,64
7,14
88,67
67,98
3,23
