95 2506
value,weight
100,83
60,22
88,17
66,70
99,53
72,93
59,14
82,47
72,23
47,69
65,70
63,53
79,93
51,35
59,97
45,40
26,58
76,73
19,74
51,15
10,43
61,25
61,40
22,41
95,50
63,37
83,89
77,69
10,61
77,75
93,69
90,14
88,30
8,19
47,77
58,82
72,12
73,57
24,23
76,100
82,87
72,97
76,98
87,74
41,74
20,68
98,28
77,3
27,48
71,73
21,3
20,17
84,37
43,96
52,7
9,83
82,99
56,85
77,74
93,80
94,52
36,81
64,77
65,20
83,99
77,14
65,97
92,28
84,10
59,22
60,68
54,6
19,56
8,14
60,100
39,28
62,67
99,37
47,62
4,91
9,49
33,46
46,45
33,20
40,28
10,39
23,44
13,68
16,22
62,26
42,17
84,80
16,27
78,60
72,70
