85 2144
value,weight
36,42
60,86
12,64
28,77
58,83
80,26
84,75
30,58
91,28
35,58
25,61
80,81
91,78
70,78
57,93
62,21
76,9
26,3
94,60
76,2
24,95
89,91
21,19
9,5
85,48
31,48
28,95
53,88
61,34
94,31
90,93
30,100
13,28
69,44
18,52
66,44
97,79
6,12
14,40
86,21
84,88
35,7
94,96
6,9
14,33
45,8
85,1
62,20
28,76
39,49
21,51
61,98
61,51
32,68
76,37
47,99
36,37
86,68
47,53
20,7
6,58
92,20
6,19
24,12
39,79
21,31
19,67
44,64
20,4
9,38
18,96
4,66
17,69
66,9
35,41
75,82
83,78
93,8
43,34
89,38
45,52
21,80
83,23
12,19
71,95
