100 2506
value,weight
62,55
24,25
14,6
36,81
90,27
9,47
86,53
16,5
51,29
48,30
73,16
43,48
4,25
62,72
40,14
42,98
39,1
90,1
61,78
87,15
15,37
6,19
3,78
36,85
58,16
94,92
89,60
49,51
33,68
37,49
35,89
32,19
100,37
24,60
79,74
78,41
56,14
92,48
34,75
67,21
80,75
77,41
76,55
62,90
97,84
51,63
46,100
73,61
85,16
21,47
56,78
45,40
6,7
15,53
69,62
64,84
27,99
28,71
2,71
52,18
23,30
31,72
69,34
57,74
76,97
30,73
25,63
96,37
36,54
87,9
51,6
36,32
18,14
62,77
23,73
75,60
14,30
92,89
88,76
96,3
10,32
96,41
84,70
10,76
4,51
96,19
46,3
41,77
91,58
82,82
94,62
20,58
10,91
6,93
3,50
18,23
28,17
27,62
40,9
52,61
