95 2273
value,weight
79,60
17,9
6,58
96,13
84,1
89,54
91,81
9,4
85,31
21,36
81,46
66,47
64,65
79,89
23,34
49,80
9,76
92,67
100,60
93,42
83,11
39,6
47,28
65,22
24,9
4,67
66,9
83,48
98,69
87,45
29,40
84,30
7,73
40,52
38,61
16,2
61,37
28,90
6,36
56,55
54,28
46,37
96,81
15,6
58,70
57,82
5,56
7,60
57,90
45,92
93,86
62,87
77,29
34,82
81,87
64,82
9,5
27,34
70,81
33,5
15,52
55,12
42,32
47,18
33,35
49,41
29,1
95,34
50,86
66,97
58,78
91,23
47,76
31,39
59,59
71,20
20,28
31,35
47,87
49,41
35,83
75,47
51,42
39,6
65,5
37,48
30,4
99,87
83,88
67,41
74,56
82,39
91,100
99,77
76,7
