100 2496
value,weight
25,94
44,79
25,61
93,56
44,78
38,26
39,72
85,12
20,91
8,99
77,26
98,83
45,67
43,57
3,94
50,51
92,86
12,44
99,64
71,66
89,99
37,75
38,22
29,31
30,10
92,55
90,2
41,31
51,55
55,8
54,15
61,28
100,75
42,76
16,3
83,31
59,49
22,93
48,20
55,28
7,41
58,3
63,65
96,82
87,3
38,19
94,50
24,69
53,73
43,99
11,52
46,95
44,33
64,62
20,31
33,97
61,35
92,59
93,88
65,56
69,14
73,52
83,88
80,78
64,39
98,40
99,51
82,24
27,43
40,62
27,49
88,53
56,2
81,10
53,49
29,32
23,68
32,48
9,45
8,28
24,70
84,68
12,73
15,9
56,9
39,79
27,30
71,57
34,49
63,83
88,93
56,14
42,7
3,11
68,70
22,59
12,48
7,35
24,17
93,12
