95 2519
value,weight
30,74
44,19
91,33
3,92
22,70
83,32
68,65
65,57
28,1
82,85
93,73
97,32
23,100
95,43
81,14
93,62
94,80
41,93
45,26
75,53
10,15
19,39
75,74
91,72
6,78
5,60
17,88
98,8
10,19
60,22
67,88
42,68
2,55
75,79
61,100
19,34
69,18
93,11
88,73
33,47
31,62
71,14
17,94
94,70
7,90
56,18
19,48
18,52
42,100
100,45
54,46
9,89
50,28
94,59
85,72
28,56
94,63
12,11
91,4
12,72
53,56
58,72
46,73
10,45
13,86
52,41
40,18
59,88
84,2
51,63
89,9
63,11
35,67
70,50
53,69
36,14
58,20
73,95
21,53
39,88
11,26
61,91
87,60
2,13
7,53
21,54
55,58
47,59
100,61
80,35
20,7
56,55
19,72
83,73
56,56
