90 2617
value,weight
19,85
54,30
4,100
97,12
81,85
45,72
91,87
12,47
99,62
52,9
73,27
54,58
4,29
11,53
10,98
99,65
83,100
37,66
46,51
59,3
25,94
99,97
77,56
43,36
25,52
25,57
50,80
35,82
40,99
72,50
16,42
89,63
98,3
91,80
62,70
9,17
4,94
15,74
91,41
13,31
49,45
57,74
14,3
81,27
65,75
80,94
24,97
84,52
47,60
77,82
24,29
6,88
77,26
63,25
16,82
75,70
70,14
96,1
50,55
15,96
68,78
57,66
9,71
82,79
65,70
42,67
49,42
72,27
12,95
63,99
5,63
30,36
69,55
40,24
38,65
90,62
15,93
39,84
4,78
64,33
51,100
4,50
19,7
73,49
77,11
52,31
7,39
42,50
33,79
26,79
