90 2299
value,weight
57,47
88,90
84,37
74,79
9,75
30,97
24,91
41,20
31,19
54,72
37,13
40,43
7,6
10,44
48,37
53,16
11,93
67,94
12,88
45,98
66,2
67,97
65,81
14,19
11,11
54,30
19,74
95,20
43,19
62,50
44,65
100,72
24,86
100,44
45,46
51,39
89,17
89,2
84,79
98,1
6,49
33,72
10,50
42,47
63,37
34,99
96,18
45,76
85,98
98,63
62,75
70,45
87,48
54,39
90,12
83,30
29,32
28,50
59,100
5,99
67,14
43,16
39,26
36,38
36,60
98,26
85,93
64,77
32,41
82,5
46,63
3,95
80,30
77,60
91,73
69,88
30,17
66,79
8,64
69,45
69,15
5,86
73,87
68,50
58,65
37,38
45,33
28,54
89,8
72,1
