95 2197
value,weight
49,30
56,70
8,85
16,88
44,37
58,49
18,69
82,27
12,80
19,27
43,76
27,10
75,66
34,78
10,11
56,37
3,100
65,65
74,11
28,98
77,30
16,28
42,69
65,32
86,60
13,9
3,24
67,7
34,69
64,27
5,14
19,27
13,80
52,16
55,96
76,53
68,82
46,15
16,82
74,18
32,39
21,20
72,10
89,24
47,89
58,50
91,100
8,76
27,58
26,39
71,9
45,36
90,18
79,15
96,46
67,43
35,54
92,23
31,79
56,38
71,35
9,9
85,73
20,50
25,49
76,81
16,28
41,28
2,45
10,22
60,47
57,95
82,49
28,78
85,11
2,73
75,63
85,14
66,18
75,32
61,26
14,77
25,20
97,25
16,32
80,69
53,63
34,88
29,7
56,75
46,15
16,1
92,85
70,26
81,67
