85 2262
value,weight
46,21
54,40
59,53
17,39
50,68
38,2
18,7
56,2
60,52
70,88
75,74
57,47
7,87
2,12
11,60
6,32
81,33
92,97
19,84
100,28
19,72
1,18
84,82
27,95
50,23
85,9
61,96
91,32
93,56
84,46
66,68
96,17
73,13
47,80
70,72
54,86
9,82
2,42
67,70
9,70
71,49
65,54
28,91
74,78
78,25
26,78
42,71
45,57
35,17
27,22
74,88
27,26
86,70
89,12
75,55
60,93
60,86
98,80
73,39
23,93
36,27
86,2
17,64
11,50
34,45
46,87
55,73
94,10
18,67
82,41
43,53
69,50
90,44
59,47
34,27
44,23
59,86
17,62
10,70
19,71
80,84
52,40
43,45
93,71
22,47
